Processing problem size: 100
Please wait, computing 10000 TSP100 instances...
[1/10000] Instance: TSP100_0, dim: 100, BKS: 7.4015, NN cost: 9.1535, GAP: 23.6711%
[2339/10000] Instance: TSP100_2338, dim: 100, BKS: 7.8558, NN cost: 8.9507, GAP: 13.9374%
[2340/10000] Instance: TSP100_2339, dim: 100, BKS: 7.4544, NN cost: 9.6822, GAP: 29.8857%
[2341/10000] Instance: TSP100_2340, dim: 100, BKS: 7.9834, NN cost: 9.6678, GAP: 21.0989%
[2342/10000] Instance: TSP100_2341, dim: 100, BKS: 7.9173, NN cost: 10.2204, GAP: 29.0885%
[2343/10000] Instance: TSP100_2342, dim: 100, BKS: 7.7016, NN cost: 9.5305, GAP: 23.7475%
[2344/10000] Instance: TSP100_2343, dim: 100, BKS: 7.5479, NN cost: 10.2579, GAP: 35.9052%
[2345/10000] Instance: TSP100_2344, dim: 100, BKS: 7.7882, NN cost: 9.5792, GAP: 22.9955%
[2346/10000] Instance: TSP100_2345, dim: 100, BKS: 7.7555, NN cost: 9.7066, GAP: 25.1578%
[2347/10000] Instance: TSP100_2346, dim: 100, BKS: 8.0635, NN cost: 10.8715, GAP: 34.8238%
[2348/10000] Instance: TSP100_2347, dim: 100, BKS: 8.0787, NN cost: 9.5938, GAP: 18.7535%
[2349/10000] Instance: TSP100_2348, dim: 100, BKS: 7.3432, NN cost: 9.8839, GAP: 34.5992%
[2350/10000] Instance: TSP100_2349, dim: 100, BKS: 7.9225, NN cost: 9.5583, GAP: 20.6471%
[2351/10000] Instance: TSP100_2350, dim: 100, BKS: 7.8675, NN cost: 9.8266, GAP: 24.9012%
[2352/10000] Instance: TSP100_2351, dim: 100, BKS: 7.6628, NN cost: 9.9200, GAP: 29.4577%
[2353/10000] Instance: TSP100_2352, dim: 100, BKS: 7.6128, NN cost: 9.5612, GAP: 25.5934%
[2354/10000] Instance: TSP100_2353, dim: 100, BKS: 7.6728, NN cost: 9.7992, GAP: 27.7140%
[2355/10000] Instance: TSP100_2354, dim: 100, BKS: 7.8087, NN cost: 9.7379, GAP: 24.7051%
[2356/10000] Instance: TSP100_2355, dim: 100, BKS: 8.0066, NN cost: 9.7198, GAP: 21.3977%
[2357/10000] Instance: TSP100_2356, dim: 100, BKS: 8.0049, NN cost: 9.7302, GAP: 21.5528%
[2358/10000] Instance: TSP100_2357, dim: 100, BKS: 8.2250, NN cost: 10.3411, GAP: 25.7285%
[2359/10000] Instance: TSP100_2358, dim: 100, BKS: 7.6501, NN cost: 9.5523, GAP: 24.8655%
[2360/10000] Instance: TSP100_2359, dim: 100, BKS: 7.6777, NN cost: 9.3131, GAP: 21.3009%
[2361/10000] Instance: TSP100_2360, dim: 100, BKS: 7.4235, NN cost: 8.5794, GAP: 15.5706%
[2362/10000] Instance: TSP100_2361, dim: 100, BKS: 7.5474, NN cost: 9.7878, GAP: 29.6844%
[2363/10000] Instance: TSP100_2362, dim: 100, BKS: 7.8265, NN cost: 9.6251, GAP: 22.9807%
[2364/10000] Instance: TSP100_2363, dim: 100, BKS: 7.6062, NN cost: 9.7847, GAP: 28.6406%
[2365/10000] Instance: TSP100_2364, dim: 100, BKS: 7.7648, NN cost: 8.8901, GAP: 14.4928%
[2366/10000] Instance: TSP100_2365, dim: 100, BKS: 7.5286, NN cost: 9.1083, GAP: 20.9828%
[2367/10000] Instance: TSP100_2366, dim: 100, BKS: 7.5874, NN cost: 9.3412, GAP: 23.1155%
[2368/10000] Instance: TSP100_2367, dim: 100, BKS: 7.5506, NN cost: 9.5102, GAP: 25.9532%
[2369/10000] Instance: TSP100_2368, dim: 100, BKS: 7.8723, NN cost: 10.0834, GAP: 28.0877%
[2370/10000] Instance: TSP100_2369, dim: 100, BKS: 7.1720, NN cost: 9.4783, GAP: 32.1559%
[2371/10000] Instance: TSP100_2370, dim: 100, BKS: 8.0493, NN cost: 10.9145, GAP: 35.5953%
[2372/10000] Instance: TSP100_2371, dim: 100, BKS: 7.4110, NN cost: 10.8159, GAP: 45.9443%
[2373/10000] Instance: TSP100_2372, dim: 100, BKS: 7.6704, NN cost: 8.9455, GAP: 16.6237%
[2374/10000] Instance: TSP100_2373, dim: 100, BKS: 7.5194, NN cost: 9.4446, GAP: 25.6032%
[2375/10000] Instance: TSP100_2374, dim: 100, BKS: 7.8208, NN cost: 10.0812, GAP: 28.9025%
[2376/10000] Instance: TSP100_2375, dim: 100, BKS: 7.4344, NN cost: 9.2570, GAP: 24.5159%
[2377/10000] Instance: TSP100_2376, dim: 100, BKS: 7.8344, NN cost: 10.3267, GAP: 31.8111%
[2378/10000] Instance: TSP100_2377, dim: 100, BKS: 8.0936, NN cost: 10.6840, GAP: 32.0057%
[2379/10000] Instance: TSP100_2378, dim: 100, BKS: 7.4551, NN cost: 9.4088, GAP: 26.2061%
[2380/10000] Instance: TSP100_2379, dim: 100, BKS: 8.2319, NN cost: 11.0933, GAP: 34.7604%
[2381/10000] Instance: TSP100_2380, dim: 100, BKS: 7.6970, NN cost: 10.0834, GAP: 31.0037%
[2382/10000] Instance: TSP100_2381, dim: 100, BKS: 7.8093, NN cost: 10.2236, GAP: 30.9157%
[2383/10000] Instance: TSP100_2382, dim: 100, BKS: 8.1399, NN cost: 9.7768, GAP: 20.1093%
[2384/10000] Instance: TSP100_2383, dim: 100, BKS: 8.0152, NN cost: 8.8037, GAP: 9.8373%
[2385/10000] Instance: TSP100_2384, dim: 100, BKS: 7.6523, NN cost: 9.3393, GAP: 22.0453%
[2386/10000] Instance: TSP100_2385, dim: 100, BKS: 7.5919, NN cost: 9.1193, GAP: 20.1185%
[2387/10000] Instance: TSP100_2386, dim: 100, BKS: 7.5469, NN cost: 9.0212, GAP: 19.5353%
[2388/10000] Instance: TSP100_2387, dim: 100, BKS: 7.4747, NN cost: 9.4595, GAP: 26.5531%
[2389/10000] Instance: TSP100_2388, dim: 100, BKS: 7.3614, NN cost: 8.6226, GAP: 17.1327%
[2390/10000] Instance: TSP100_2389, dim: 100, BKS: 7.6471, NN cost: 9.7577, GAP: 27.5994%
[2391/10000] Instance: TSP100_2390, dim: 100, BKS: 7.8901, NN cost: 9.6573, GAP: 22.3980%
[2392/10000] Instance: TSP100_2391, dim: 100, BKS: 7.7464, NN cost: 10.2064, GAP: 31.7560%
[2393/10000] Instance: TSP100_2392, dim: 100, BKS: 7.6695, NN cost: 10.0782, GAP: 31.4064%
[2394/10000] Instance: TSP100_2393, dim: 100, BKS: 7.8749, NN cost: 9.7912, GAP: 24.3339%
[2395/10000] Instance: TSP100_2394, dim: 100, BKS: 8.1303, NN cost: 9.8291, GAP: 20.8959%
[2396/10000] Instance: TSP100_2395, dim: 100, BKS: 7.3778, NN cost: 9.1613, GAP: 24.1742%
[2397/10000] Instance: TSP100_2396, dim: 100, BKS: 7.7962, NN cost: 10.0611, GAP: 29.0523%
[2398/10000] Instance: TSP100_2397, dim: 100, BKS: 8.0819, NN cost: 10.3744, GAP: 28.3664%
[2399/10000] Instance: TSP100_2398, dim: 100, BKS: 7.9276, NN cost: 9.5320, GAP: 20.2384%
[2400/10000] Instance: TSP100_2399, dim: 100, BKS: 7.4344, NN cost: 8.4172, GAP: 13.2194%
[2401/10000] Instance: TSP100_2400, dim: 100, BKS: 7.6094, NN cost: 9.6181, GAP: 26.3973%
[2402/10000] Instance: TSP100_2401, dim: 100, BKS: 7.3313, NN cost: 8.9788, GAP: 22.4725%
[2403/10000] Instance: TSP100_2402, dim: 100, BKS: 7.9889, NN cost: 10.0456, GAP: 25.7451%
[2404/10000] Instance: TSP100_2403, dim: 100, BKS: 8.1587, NN cost: 10.9874, GAP: 34.6703%
[2405/10000] Instance: TSP100_2404, dim: 100, BKS: 7.8305, NN cost: 10.0378, GAP: 28.1875%
[2406/10000] Instance: TSP100_2405, dim: 100, BKS: 7.5973, NN cost: 9.2139, GAP: 21.2782%
[2407/10000] Instance: TSP100_2406, dim: 100, BKS: 7.9695, NN cost: 10.6284, GAP: 33.3633%
[2408/10000] Instance: TSP100_2407, dim: 100, BKS: 7.3466, NN cost: 9.7764, GAP: 33.0724%
[2409/10000] Instance: TSP100_2408, dim: 100, BKS: 7.1440, NN cost: 8.5975, GAP: 20.3464%
[2410/10000] Instance: TSP100_2409, dim: 100, BKS: 7.7154, NN cost: 9.0678, GAP: 17.5293%
[2411/10000] Instance: TSP100_2410, dim: 100, BKS: 7.7189, NN cost: 9.3687, GAP: 21.3738%
[2412/10000] Instance: TSP100_2411, dim: 100, BKS: 7.2732, NN cost: 9.2631, GAP: 27.3585%
[2413/10000] Instance: TSP100_2412, dim: 100, BKS: 7.3908, NN cost: 8.9323, GAP: 20.8570%
[2414/10000] Instance: TSP100_2413, dim: 100, BKS: 7.8058, NN cost: 9.3322, GAP: 19.5544%
[2415/10000] Instance: TSP100_2414, dim: 100, BKS: 7.8432, NN cost: 9.6299, GAP: 22.7795%
[2416/10000] Instance: TSP100_2415, dim: 100, BKS: 7.5987, NN cost: 9.2018, GAP: 21.0980%
[2417/10000] Instance: TSP100_2416, dim: 100, BKS: 7.8963, NN cost: 9.5774, GAP: 21.2906%
[2418/10000] Instance: TSP100_2417, dim: 100, BKS: 7.4080, NN cost: 8.8613, GAP: 19.6181%
[2419/10000] Instance: TSP100_2418, dim: 100, BKS: 7.4966, NN cost: 9.6938, GAP: 29.3104%
[2420/10000] Instance: TSP100_2419, dim: 100, BKS: 7.7673, NN cost: 9.9717, GAP: 28.3799%
[2421/10000] Instance: TSP100_2420, dim: 100, BKS: 8.2158, NN cost: 10.9311, GAP: 33.0498%
[2422/10000] Instance: TSP100_2421, dim: 100, BKS: 7.7182, NN cost: 9.7775, GAP: 26.6815%
[2423/10000] Instance: TSP100_2422, dim: 100, BKS: 7.6585, NN cost: 9.3631, GAP: 22.2578%
[2424/10000] Instance: TSP100_2423, dim: 100, BKS: 7.6689, NN cost: 9.4911, GAP: 23.7617%
[2425/10000] Instance: TSP100_2424, dim: 100, BKS: 8.0808, NN cost: 9.9473, GAP: 23.0985%
[2426/10000] Instance: TSP100_2425, dim: 100, BKS: 8.2048, NN cost: 9.7249, GAP: 18.5267%
[2427/10000] Instance: TSP100_2426, dim: 100, BKS: 7.6579, NN cost: 8.9739, GAP: 17.1845%
[2428/10000] Instance: TSP100_2427, dim: 100, BKS: 7.9072, NN cost: 10.2124, GAP: 29.1538%
[2429/10000] Instance: TSP100_2428, dim: 100, BKS: 7.6152, NN cost: 9.9359, GAP: 30.4739%
[2430/10000] Instance: TSP100_2429, dim: 100, BKS: 7.7213, NN cost: 9.8796, GAP: 27.9526%
[2431/10000] Instance: TSP100_2430, dim: 100, BKS: 7.7004, NN cost: 9.5814, GAP: 24.4279%
[2432/10000] Instance: TSP100_2431, dim: 100, BKS: 8.3787, NN cost: 10.7720, GAP: 28.5634%
[2433/10000] Instance: TSP100_2432, dim: 100, BKS: 7.5552, NN cost: 8.2321, GAP: 8.9596%
[2434/10000] Instance: TSP100_2433, dim: 100, BKS: 7.6834, NN cost: 9.9545, GAP: 29.5582%
[2435/10000] Instance: TSP100_2434, dim: 100, BKS: 7.5704, NN cost: 10.3377, GAP: 36.5535%
[2436/10000] Instance: TSP100_2435, dim: 100, BKS: 7.1499, NN cost: 8.2127, GAP: 14.8655%
[2437/10000] Instance: TSP100_2436, dim: 100, BKS: 7.6547, NN cost: 8.9305, GAP: 16.6670%
[2438/10000] Instance: TSP100_2437, dim: 100, BKS: 7.9425, NN cost: 10.2745, GAP: 29.3605%
[2439/10000] Instance: TSP100_2438, dim: 100, BKS: 8.0899, NN cost: 9.4401, GAP: 16.6899%
[2440/10000] Instance: TSP100_2439, dim: 100, BKS: 8.0714, NN cost: 10.0001, GAP: 23.8964%
[2441/10000] Instance: TSP100_2440, dim: 100, BKS: 7.3982, NN cost: 8.5792, GAP: 15.9635%
[2442/10000] Instance: TSP100_2441, dim: 100, BKS: 7.7440, NN cost: 8.7641, GAP: 13.1733%
[2443/10000] Instance: TSP100_2442, dim: 100, BKS: 7.8068, NN cost: 9.4795, GAP: 21.4256%
[2444/10000] Instance: TSP100_2443, dim: 100, BKS: 7.9919, NN cost: 9.6685, GAP: 20.9792%
[2445/10000] Instance: TSP100_2444, dim: 100, BKS: 8.0059, NN cost: 10.0713, GAP: 25.7996%
[2446/10000] Instance: TSP100_2445, dim: 100, BKS: 7.9474, NN cost: 9.1796, GAP: 15.5044%
[2447/10000] Instance: TSP100_2446, dim: 100, BKS: 7.9066, NN cost: 9.3313, GAP: 18.0188%
[2448/10000] Instance: TSP100_2447, dim: 100, BKS: 7.8256, NN cost: 10.9778, GAP: 40.2800%
[2449/10000] Instance: TSP100_2448, dim: 100, BKS: 8.0513, NN cost: 9.5999, GAP: 19.2337%
[2450/10000] Instance: TSP100_2449, dim: 100, BKS: 7.5850, NN cost: 9.3360, GAP: 23.0838%
[2451/10000] Instance: TSP100_2450, dim: 100, BKS: 7.6573, NN cost: 9.2230, GAP: 20.4467%
[2452/10000] Instance: TSP100_2451, dim: 100, BKS: 7.7193, NN cost: 9.5066, GAP: 23.1538%
[2453/10000] Instance: TSP100_2452, dim: 100, BKS: 8.1390, NN cost: 9.3882, GAP: 15.3474%
[2454/10000] Instance: TSP100_2453, dim: 100, BKS: 8.0931, NN cost: 10.2685, GAP: 26.8800%
[2455/10000] Instance: TSP100_2454, dim: 100, BKS: 7.5266, NN cost: 9.7186, GAP: 29.1228%
[2456/10000] Instance: TSP100_2455, dim: 100, BKS: 7.8023, NN cost: 10.0185, GAP: 28.4055%
[2457/10000] Instance: TSP100_2456, dim: 100, BKS: 7.7941, NN cost: 9.2049, GAP: 18.0995%
[2458/10000] Instance: TSP100_2457, dim: 100, BKS: 7.8458, NN cost: 10.1504, GAP: 29.3733%
[2459/10000] Instance: TSP100_2458, dim: 100, BKS: 7.7958, NN cost: 9.9943, GAP: 28.2004%
[2460/10000] Instance: TSP100_2459, dim: 100, BKS: 8.0594, NN cost: 10.1104, GAP: 25.4474%
[2461/10000] Instance: TSP100_2460, dim: 100, BKS: 7.3518, NN cost: 9.1082, GAP: 23.8904%
[2462/10000] Instance: TSP100_2461, dim: 100, BKS: 7.4032, NN cost: 9.4460, GAP: 27.5923%
[2463/10000] Instance: TSP100_2462, dim: 100, BKS: 7.5949, NN cost: 9.2772, GAP: 22.1511%
[2464/10000] Instance: TSP100_2463, dim: 100, BKS: 7.5269, NN cost: 8.5322, GAP: 13.3566%
[2465/10000] Instance: TSP100_2464, dim: 100, BKS: 7.9817, NN cost: 10.8980, GAP: 36.5373%
[2466/10000] Instance: TSP100_2465, dim: 100, BKS: 7.6954, NN cost: 9.6621, GAP: 25.5568%
[2467/10000] Instance: TSP100_2466, dim: 100, BKS: 7.9577, NN cost: 10.6141, GAP: 33.3817%
[2468/10000] Instance: TSP100_2467, dim: 100, BKS: 7.6130, NN cost: 9.1570, GAP: 20.2814%
[2469/10000] Instance: TSP100_2468, dim: 100, BKS: 8.0812, NN cost: 9.8332, GAP: 21.6798%
[2470/10000] Instance: TSP100_2469, dim: 100, BKS: 7.5992, NN cost: 10.2436, GAP: 34.7987%
[2471/10000] Instance: TSP100_2470, dim: 100, BKS: 7.6455, NN cost: 9.5380, GAP: 24.7534%
[2472/10000] Instance: TSP100_2471, dim: 100, BKS: 7.9426, NN cost: 10.2396, GAP: 28.9207%
[2473/10000] Instance: TSP100_2472, dim: 100, BKS: 7.1433, NN cost: 8.5109, GAP: 19.1443%
[2474/10000] Instance: TSP100_2473, dim: 100, BKS: 7.7382, NN cost: 10.1671, GAP: 31.3883%
[2475/10000] Instance: TSP100_2474, dim: 100, BKS: 7.6330, NN cost: 8.5859, GAP: 12.4838%
[2476/10000] Instance: TSP100_2475, dim: 100, BKS: 7.4699, NN cost: 9.0938, GAP: 21.7394%
[2477/10000] Instance: TSP100_2476, dim: 100, BKS: 7.8157, NN cost: 10.3730, GAP: 32.7212%
[2478/10000] Instance: TSP100_2477, dim: 100, BKS: 7.7104, NN cost: 8.8706, GAP: 15.0478%
[2479/10000] Instance: TSP100_2478, dim: 100, BKS: 7.9461, NN cost: 9.7104, GAP: 22.2029%
[2480/10000] Instance: TSP100_2479, dim: 100, BKS: 7.7862, NN cost: 9.1882, GAP: 18.0053%
[2481/10000] Instance: TSP100_2480, dim: 100, BKS: 7.2290, NN cost: 9.2687, GAP: 28.2153%
[2482/10000] Instance: TSP100_2481, dim: 100, BKS: 7.8412, NN cost: 11.2475, GAP: 43.4404%
[2483/10000] Instance: TSP100_2482, dim: 100, BKS: 7.6374, NN cost: 9.7517, GAP: 27.6840%
[2484/10000] Instance: TSP100_2483, dim: 100, BKS: 7.5789, NN cost: 10.2149, GAP: 34.7802%
[2485/10000] Instance: TSP100_2484, dim: 100, BKS: 7.9802, NN cost: 9.5025, GAP: 19.0757%
[2486/10000] Instance: TSP100_2485, dim: 100, BKS: 8.0244, NN cost: 10.2273, GAP: 27.4530%
[2487/10000] Instance: TSP100_2486, dim: 100, BKS: 8.1513, NN cost: 11.2007, GAP: 37.4102%
[2488/10000] Instance: TSP100_2487, dim: 100, BKS: 7.8142, NN cost: 10.7683, GAP: 37.8035%
[2489/10000] Instance: TSP100_2488, dim: 100, BKS: 7.6687, NN cost: 9.0614, GAP: 18.1601%
[2490/10000] Instance: TSP100_2489, dim: 100, BKS: 7.2949, NN cost: 9.1877, GAP: 25.9468%
[2491/10000] Instance: TSP100_2490, dim: 100, BKS: 7.7395, NN cost: 10.4738, GAP: 35.3281%
[2492/10000] Instance: TSP100_2491, dim: 100, BKS: 7.7142, NN cost: 9.1185, GAP: 18.2042%
[2493/10000] Instance: TSP100_2492, dim: 100, BKS: 7.8085, NN cost: 9.2393, GAP: 18.3243%
[2494/10000] Instance: TSP100_2493, dim: 100, BKS: 7.8686, NN cost: 9.9487, GAP: 26.4353%
[2495/10000] Instance: TSP100_2494, dim: 100, BKS: 7.9075, NN cost: 10.6548, GAP: 34.7429%
[2496/10000] Instance: TSP100_2495, dim: 100, BKS: 7.7582, NN cost: 8.9208, GAP: 14.9857%
[2497/10000] Instance: TSP100_2496, dim: 100, BKS: 7.9763, NN cost: 10.8366, GAP: 35.8598%
[2498/10000] Instance: TSP100_2497, dim: 100, BKS: 7.5793, NN cost: 9.4580, GAP: 24.7868%
[2499/10000] Instance: TSP100_2498, dim: 100, BKS: 7.7940, NN cost: 8.9109, GAP: 14.3308%
[2500/10000] Instance: TSP100_2499, dim: 100, BKS: 8.0104, NN cost: 10.5622, GAP: 31.8555%
[2501/10000] Instance: TSP100_2500, dim: 100, BKS: 7.8637, NN cost: 9.9715, GAP: 26.8047%
[2502/10000] Instance: TSP100_2501, dim: 100, BKS: 7.4014, NN cost: 9.3111, GAP: 25.8017%
[2503/10000] Instance: TSP100_2502, dim: 100, BKS: 7.9322, NN cost: 10.2202, GAP: 28.8441%
[2504/10000] Instance: TSP100_2503, dim: 100, BKS: 7.7917, NN cost: 10.2136, GAP: 31.0830%
[2505/10000] Instance: TSP100_2504, dim: 100, BKS: 7.8387, NN cost: 9.1393, GAP: 16.5918%
[2506/10000] Instance: TSP100_2505, dim: 100, BKS: 7.9912, NN cost: 10.6833, GAP: 33.6878%
[2507/10000] Instance: TSP100_2506, dim: 100, BKS: 7.4657, NN cost: 9.5407, GAP: 27.7947%
[2508/10000] Instance: TSP100_2507, dim: 100, BKS: 7.7554, NN cost: 9.2560, GAP: 19.3498%
[2509/10000] Instance: TSP100_2508, dim: 100, BKS: 7.8994, NN cost: 10.5953, GAP: 34.1281%
[2510/10000] Instance: TSP100_2509, dim: 100, BKS: 7.8444, NN cost: 10.3810, GAP: 32.3360%
[2511/10000] Instance: TSP100_2510, dim: 100, BKS: 7.6569, NN cost: 9.9556, GAP: 30.0222%
[2512/10000] Instance: TSP100_2511, dim: 100, BKS: 7.5938, NN cost: 9.2048, GAP: 21.2144%
[2513/10000] Instance: TSP100_2512, dim: 100, BKS: 8.0295, NN cost: 9.3162, GAP: 16.0235%
[2514/10000] Instance: TSP100_2513, dim: 100, BKS: 7.8005, NN cost: 9.1101, GAP: 16.7898%
[2515/10000] Instance: TSP100_2514, dim: 100, BKS: 7.9222, NN cost: 9.9908, GAP: 26.1121%
[2516/10000] Instance: TSP100_2515, dim: 100, BKS: 7.4197, NN cost: 8.9201, GAP: 20.2221%
[2517/10000] Instance: TSP100_2516, dim: 100, BKS: 7.5274, NN cost: 9.2578, GAP: 22.9873%
[2518/10000] Instance: TSP100_2517, dim: 100, BKS: 7.8903, NN cost: 10.8284, GAP: 37.2378%
[2519/10000] Instance: TSP100_2518, dim: 100, BKS: 7.6165, NN cost: 8.8591, GAP: 16.3149%
[2520/10000] Instance: TSP100_2519, dim: 100, BKS: 7.9357, NN cost: 8.9957, GAP: 13.3571%
[2521/10000] Instance: TSP100_2520, dim: 100, BKS: 7.4949, NN cost: 9.0610, GAP: 20.8962%
[2522/10000] Instance: TSP100_2521, dim: 100, BKS: 7.7665, NN cost: 8.9725, GAP: 15.5272%
[2523/10000] Instance: TSP100_2522, dim: 100, BKS: 7.8217, NN cost: 10.6423, GAP: 36.0615%
[2524/10000] Instance: TSP100_2523, dim: 100, BKS: 7.7758, NN cost: 9.6230, GAP: 23.7562%
[2525/10000] Instance: TSP100_2524, dim: 100, BKS: 8.2106, NN cost: 9.6145, GAP: 17.0984%
[2526/10000] Instance: TSP100_2525, dim: 100, BKS: 7.8864, NN cost: 10.4867, GAP: 32.9714%
[2527/10000] Instance: TSP100_2526, dim: 100, BKS: 7.1281, NN cost: 8.4023, GAP: 17.8767%
[2528/10000] Instance: TSP100_2527, dim: 100, BKS: 7.4230, NN cost: 8.7276, GAP: 17.5757%
[2529/10000] Instance: TSP100_2528, dim: 100, BKS: 7.7113, NN cost: 9.9311, GAP: 28.7855%
[2530/10000] Instance: TSP100_2529, dim: 100, BKS: 8.0401, NN cost: 10.6064, GAP: 31.9193%
[2531/10000] Instance: TSP100_2530, dim: 100, BKS: 7.4343, NN cost: 9.4311, GAP: 26.8591%
[2532/10000] Instance: TSP100_2531, dim: 100, BKS: 7.9098, NN cost: 8.9778, GAP: 13.5017%
[2533/10000] Instance: TSP100_2532, dim: 100, BKS: 7.5545, NN cost: 9.4541, GAP: 25.1443%
[2534/10000] Instance: TSP100_2533, dim: 100, BKS: 7.9999, NN cost: 9.7013, GAP: 21.2683%
[2535/10000] Instance: TSP100_2534, dim: 100, BKS: 7.7944, NN cost: 9.5401, GAP: 22.3976%
[2536/10000] Instance: TSP100_2535, dim: 100, BKS: 7.2590, NN cost: 8.6813, GAP: 19.5934%
[2537/10000] Instance: TSP100_2536, dim: 100, BKS: 7.9382, NN cost: 9.2803, GAP: 16.9069%
[2538/10000] Instance: TSP100_2537, dim: 100, BKS: 7.4518, NN cost: 9.2062, GAP: 23.5432%
[2539/10000] Instance: TSP100_2538, dim: 100, BKS: 7.6168, NN cost: 9.9488, GAP: 30.6161%
[2540/10000] Instance: TSP100_2539, dim: 100, BKS: 7.5408, NN cost: 8.8024, GAP: 16.7308%
[2541/10000] Instance: TSP100_2540, dim: 100, BKS: 7.8092, NN cost: 9.4500, GAP: 21.0106%
[2542/10000] Instance: TSP100_2541, dim: 100, BKS: 7.9970, NN cost: 10.1563, GAP: 27.0022%
[2543/10000] Instance: TSP100_2542, dim: 100, BKS: 7.5788, NN cost: 9.4691, GAP: 24.9418%
[2544/10000] Instance: TSP100_2543, dim: 100, BKS: 8.0284, NN cost: 9.8226, GAP: 22.3480%
[2545/10000] Instance: TSP100_2544, dim: 100, BKS: 7.5033, NN cost: 8.6444, GAP: 15.2085%
[2546/10000] Instance: TSP100_2545, dim: 100, BKS: 7.7589, NN cost: 9.9835, GAP: 28.6706%
[2547/10000] Instance: TSP100_2546, dim: 100, BKS: 7.5519, NN cost: 10.2209, GAP: 35.3433%
[2548/10000] Instance: TSP100_2547, dim: 100, BKS: 7.7461, NN cost: 9.5028, GAP: 22.6782%
[2549/10000] Instance: TSP100_2548, dim: 100, BKS: 7.9239, NN cost: 10.1064, GAP: 27.5428%
[2550/10000] Instance: TSP100_2549, dim: 100, BKS: 7.6037, NN cost: 9.7743, GAP: 28.5465%
[2551/10000] Instance: TSP100_2550, dim: 100, BKS: 7.9020, NN cost: 8.8718, GAP: 12.2729%
[2552/10000] Instance: TSP100_2551, dim: 100, BKS: 7.7445, NN cost: 9.4075, GAP: 21.4735%
[2553/10000] Instance: TSP100_2552, dim: 100, BKS: 7.5701, NN cost: 9.8458, GAP: 30.0626%
[2554/10000] Instance: TSP100_2553, dim: 100, BKS: 7.6833, NN cost: 9.4486, GAP: 22.9756%
[2555/10000] Instance: TSP100_2554, dim: 100, BKS: 7.7092, NN cost: 9.0010, GAP: 16.7563%
[2556/10000] Instance: TSP100_2555, dim: 100, BKS: 7.4227, NN cost: 9.4015, GAP: 26.6588%
[2557/10000] Instance: TSP100_2556, dim: 100, BKS: 7.8621, NN cost: 9.4026, GAP: 19.5939%
[2558/10000] Instance: TSP100_2557, dim: 100, BKS: 8.0521, NN cost: 11.7084, GAP: 45.4082%
[2559/10000] Instance: TSP100_2558, dim: 100, BKS: 7.6442, NN cost: 10.3279, GAP: 35.1076%
[2560/10000] Instance: TSP100_2559, dim: 100, BKS: 7.9594, NN cost: 9.7859, GAP: 22.9476%
[2561/10000] Instance: TSP100_2560, dim: 100, BKS: 7.9475, NN cost: 10.2937, GAP: 29.5202%
[2562/10000] Instance: TSP100_2561, dim: 100, BKS: 7.5982, NN cost: 9.2033, GAP: 21.1238%
[2563/10000] Instance: TSP100_2562, dim: 100, BKS: 8.1704, NN cost: 10.6621, GAP: 30.4965%
[2564/10000] Instance: TSP100_2563, dim: 100, BKS: 7.9477, NN cost: 9.6609, GAP: 21.5568%
[2565/10000] Instance: TSP100_2564, dim: 100, BKS: 7.0837, NN cost: 9.2001, GAP: 29.8765%
[2566/10000] Instance: TSP100_2565, dim: 100, BKS: 8.4530, NN cost: 11.4615, GAP: 35.5906%
[2567/10000] Instance: TSP100_2566, dim: 100, BKS: 7.4539, NN cost: 8.9815, GAP: 20.4935%
[2568/10000] Instance: TSP100_2567, dim: 100, BKS: 7.8957, NN cost: 8.8935, GAP: 12.6371%
[2569/10000] Instance: TSP100_2568, dim: 100, BKS: 7.6932, NN cost: 9.5086, GAP: 23.5974%
[2570/10000] Instance: TSP100_2569, dim: 100, BKS: 7.3962, NN cost: 9.8527, GAP: 33.2140%
[2571/10000] Instance: TSP100_2570, dim: 100, BKS: 7.9625, NN cost: 9.9307, GAP: 24.7184%
[2572/10000] Instance: TSP100_2571, dim: 100, BKS: 7.9628, NN cost: 10.3998, GAP: 30.6044%
[2573/10000] Instance: TSP100_2572, dim: 100, BKS: 7.4698, NN cost: 8.8399, GAP: 18.3412%
[2574/10000] Instance: TSP100_2573, dim: 100, BKS: 7.8852, NN cost: 9.5423, GAP: 21.0146%
[2575/10000] Instance: TSP100_2574, dim: 100, BKS: 7.8379, NN cost: 9.9431, GAP: 26.8595%
[2576/10000] Instance: TSP100_2575, dim: 100, BKS: 8.0614, NN cost: 9.6450, GAP: 19.6437%
[2577/10000] Instance: TSP100_2576, dim: 100, BKS: 7.8335, NN cost: 8.9779, GAP: 14.6102%
[2578/10000] Instance: TSP100_2577, dim: 100, BKS: 7.5675, NN cost: 9.0194, GAP: 19.1864%
[2579/10000] Instance: TSP100_2578, dim: 100, BKS: 7.8125, NN cost: 9.9685, GAP: 27.5975%
[2580/10000] Instance: TSP100_2579, dim: 100, BKS: 7.8425, NN cost: 9.5746, GAP: 22.0860%
[2581/10000] Instance: TSP100_2580, dim: 100, BKS: 7.6493, NN cost: 9.2486, GAP: 20.9078%
[2582/10000] Instance: TSP100_2581, dim: 100, BKS: 7.9252, NN cost: 9.7243, GAP: 22.7004%
